person_id,prolific_id,phase,relevant,timestamp,interesting,know_better,like_chosen,diversity_high,differed_topics,fit_preferences,looking_forward,fitted_preferences,similar_to_each_other,sport,politikk,media_usage,news_source,media_access,mat_og_drikke,klima_og_miljo,livsstil_og_helse,helse_og_forskning,samfunn_og_arbeidsliv,okonomi_og_naeringsliv,teknologi_og_vitenskap,kriminalitet_og_rettssaker,underholdning_og_kjendiser,utenriks_og_globale_konflikter,num_clicks,percent_familiar,age,country,education,gender
71,671538a99972f78921900da7,1,4,2025-06-19T17:11:33.899324+00:00,5,3,4,4,5,4,4,4,2,1,1,weekly,social,"internet,smartphone,tablet,streaming",1,1,1,1,1,1,1,1,-1,1,6,,b25_35,GB,MSc,Male
71,671538a99972f78921900da7,2,3,2025-06-21T20:06:42.768795+00:00,4,4,4,3,3,3,4,3,3,1,1,weekly,social,"internet,smartphone,tablet,streaming",1,1,1,1,1,1,1,1,-1,1,6,33.3,b25_35,GB,MSc,Male
72,67104c7deff954cb22438402,1,5,2025-06-19T17:13:33.856578+00:00,4,3,5,5,4,5,5,5,3,1,1,daily,social,"internet,smartphone,streaming",1,-1,-1,1,1,-1,1,1,-1,-1,5,,b45_55,US,High_school,Female
72,67104c7deff954cb22438402,2,4,2025-06-21T20:03:30.450907+00:00,4,2,5,5,5,5,5,5,2,-1,1,daily,social,"internet,smartphone,streaming",1,-1,1,1,1,-1,1,1,-1,1,1,0.0,b45_55,US,High_school,Female
73,65c01022661c8c9ec1ac5988,1,4,2025-06-19T17:15:28.076696+00:00,4,1,4,4,5,4,4,4,1,-1,1,weekly,social,"internet,smartphone,streaming",1,1,1,1,1,1,1,1,1,1,5,,over_55,US,Not,Female
73,65c01022661c8c9ec1ac5988,2,4,2025-06-24T16:10:46.017716+00:00,4,1,5,5,5,5,5,4,2,-1,1,weekly,social,"internet,smartphone,streaming",1,1,1,1,1,1,1,1,1,1,1,0.0,over_55,US,Not,Female
74,66704327b46c7665de1190bc,1,5,2025-06-19T17:13:06.933097+00:00,4,3,4,3,4,5,4,5,2,1,-1,daily,social,"internet,smartphone,tablet,streaming",-1,1,1,1,1,1,1,1,1,1,5,,over_55,IE,High_school,Male
74,66704327b46c7665de1190bc,2,4,2025-06-21T18:18:13.050290+00:00,4,2,4,5,5,5,4,4,2,1,-1,daily,radio,"internet,smartphone,tablet,streaming",-1,1,-1,1,-1,1,1,1,-1,1,4,75.0,over_55,IE,High_school,Male
75,676753f7690abf0a8c263c16,1,2,2025-06-19T17:17:55.080835+00:00,2,3,4,4,4,3,4,2,4,1,-1,weekly,social,"internet,smartphone,streaming",1,-1,1,1,1,-1,-1,1,1,-1,5,,b25_35,GB,BA,Female
75,676753f7690abf0a8c263c16,2,3,2025-06-21T19:12:18.795826+00:00,4,1,4,3,3,3,4,4,5,1,-1,daily,social,"internet,smartphone,streaming",1,-1,1,-1,-1,-1,-1,1,1,1,3,33.3,b25_35,GB,BA,Female
76,651ac88823e71c05dbc1ff63,1,2,2025-06-19T17:17:11.545865+00:00,2,4,3,4,5,2,3,2,2,1,1,daily,tv,"internet,smartphone,tablet",-1,-1,-1,-1,1,1,1,1,-1,-1,5,,over_55,GB,High_school,Male
76,651ac88823e71c05dbc1ff63,2,4,2025-06-21T22:05:41.410233+00:00,3,2,4,4,4,5,4,4,2,1,1,daily,tv,"internet,smartphone,tablet",-1,-1,-1,-1,-1,1,1,1,-1,-1,1,0.0,over_55,GB,High_school,Male
77,66bf8e9849e9d38db3d8d40e,1,5,2025-06-19T17:17:12.384690+00:00,5,3,5,4,5,5,5,5,5,1,1,daily,social,internet,1,1,1,1,1,1,1,1,1,-1,5,,b35_45,GB,MSc,Male
77,66bf8e9849e9d38db3d8d40e,2,5,2025-06-21T20:27:50.111756+00:00,5,2,5,5,5,5,5,5,2,1,1,daily,social,"internet,smartphone,tablet",1,1,1,1,1,1,1,1,1,-1,3,66.7,b35_45,GB,MSc,Male
78,668a9e53e7690b3b64d48e92,1,2,2025-06-19T17:19:51.295659+00:00,3,4,3,4,4,3,3,3,2,1,1,weekly,social,"internet,smartphone,streaming",-1,1,-1,-1,-1,1,1,-1,-1,1,5,,b45_55,GB,BA,Male
78,668a9e53e7690b3b64d48e92,2,3,2025-06-21T18:56:23.290271+00:00,4,3,4,3,3,4,4,3,3,1,-1,daily,tv,"internet,smartphone,streaming",-1,1,-1,-1,-1,1,1,-1,-1,1,10,30.0,b45_55,GB,BA,Male
79,682cb562363506b46079d143,1,4,2025-06-19T17:20:26.702355+00:00,4,2,4,4,3,4,3,4,3,1,1,daily,social,"internet,smartphone,tablet,streaming",1,1,1,1,1,1,1,1,1,1,5,,b18_24,US,BA,Male
79,682cb562363506b46079d143,2,5,2025-06-21T19:08:04.182387+00:00,4,3,3,5,5,5,3,5,1,1,1,daily,social,"internet,smartphone,tablet,streaming",1,1,1,1,1,1,1,1,1,1,3,0.0,b18_24,US,BA,Male
81,682e1800654a079ebdfefd91,1,4,2025-06-19T17:19:45.492536+00:00,5,5,5,4,1,5,5,5,4,1,1,daily,social,"internet,smartphone,tablet,streaming",1,1,1,1,1,1,1,-1,-1,-1,5,,b25_35,US,BA,Male
81,682e1800654a079ebdfefd91,2,4,2025-06-21T18:30:41.228041+00:00,4,1,5,4,5,5,5,5,4,1,1,daily,social,"internet,smartphone",1,1,1,1,1,1,1,1,1,1,6,16.7,b25_35,US,BA,Male
82,5d20f6cbc1dc1c0001162dd5,1,2,2025-06-19T17:21:49.719044+00:00,2,2,2,2,3,3,2,2,3,1,-1,daily,social,"internet,smartphone,tablet,streaming",1,-1,1,1,1,-1,-1,1,1,1,5,,b35_45,GB,BA,Female
82,5d20f6cbc1dc1c0001162dd5,2,2,2025-06-21T18:56:10.344202+00:00,2,3,3,3,4,3,3,2,3,-1,-1,daily,social,"internet,smartphone,tablet,streaming",1,-1,1,1,1,-1,1,1,1,-1,1,100.0,b35_45,GB,BA,Female
83,63b6c18f4f13282703357493,1,4,2025-06-19T17:20:41.439964+00:00,4,2,4,4,4,4,4,4,2,-1,-1,daily,social,"internet,smartphone,streaming",1,1,1,1,1,1,1,1,1,1,5,,b35_45,US,MSc,Female
83,63b6c18f4f13282703357493,2,2,2025-06-21T20:19:02.257895+00:00,3,4,3,4,4,3,3,3,2,-1,-1,daily,social,"internet,smartphone,streaming",1,1,1,1,1,1,1,1,1,1,3,33.3,b35_45,US,MSc,Female
84,684a0aad34b50d4ccef490ba,1,3,2025-06-19T17:32:55.358652+00:00,5,3,5,5,5,5,5,4,3,1,1,daily,social,"internet,smartphone,tablet,streaming",1,1,1,1,1,1,1,1,1,1,6,,b25_35,US,Doctorate,Female
84,684a0aad34b50d4ccef490ba,2,5,2025-06-21T18:38:42.664100+00:00,5,4,5,5,4,5,5,5,3,1,1,weekly,social,"internet,smartphone,tablet,streaming",1,1,1,1,1,1,1,1,-1,1,4,50.0,b25_35,US,Doctorate,Female
87,67df19d8dfaa291bdd177c93,1,4,2025-06-19T17:23:47.016099+00:00,4,4,4,4,4,4,4,4,4,-1,1,daily,social,"internet,smartphone,tablet,streaming",-1,1,1,1,1,1,1,1,-1,1,6,,b25_35,US,BA,Female
87,67df19d8dfaa291bdd177c93,2,5,2025-06-21T18:12:06.503715+00:00,5,4,4,5,5,4,4,4,5,-1,1,daily,social,"internet,smartphone,tablet,streaming",-1,1,1,1,1,1,1,1,-1,1,3,0.0,b25_35,US,BA,Female
89,63e59ee5226fa6bbe1be8ecf,1,5,2025-06-19T17:23:38.170520+00:00,5,2,5,5,5,5,5,5,2,1,1,daily,social,"internet,smartphone,tablet,streaming",1,1,1,1,1,1,1,1,1,1,5,,b18_24,AU,High_school,Male
89,63e59ee5226fa6bbe1be8ecf,2,5,2025-06-21T18:55:03.543967+00:00,5,3,5,3,4,5,5,5,3,1,1,daily,social,"internet,smartphone,tablet,streaming",1,1,1,1,1,1,1,1,1,1,1,0.0,b18_24,AU,High_school,Male
92,67a8bfb2f846cd3ea9bcd898,1,3,2025-06-19T17:28:18.226318+00:00,4,3,2,2,3,3,2,2,3,1,1,monthly,social,"internet,smartphone,tablet,streaming",1,1,1,-1,1,1,-1,-1,-1,-1,5,,b25_35,US,High_school,Female
92,67a8bfb2f846cd3ea9bcd898,2,2,2025-06-21T21:55:10.040248+00:00,2,4,4,3,4,3,3,3,4,1,1,weekly,social,"internet,smartphone,tablet,streaming",1,-1,1,1,-1,1,-1,1,1,-1,6,16.7,b25_35,US,High_school,Female
93,630a8feaa8eef385f72dc1a5,1,5,2025-06-19T17:27:33.592521+00:00,5,4,4,5,5,5,4,4,4,1,1,daily,social,"internet,smartphone,streaming",1,1,1,1,1,1,1,1,1,1,5,,b35_45,US,MSc,Male
93,630a8feaa8eef385f72dc1a5,2,5,2025-06-21T19:32:13.565734+00:00,4,4,5,5,4,5,4,5,5,1,1,weekly,social,"internet,smartphone,streaming",1,1,1,1,1,1,1,1,1,1,6,33.3,b35_45,US,MSc,Male
94,682a5cfc6c0330f9968d5fdf,1,4,2025-06-19T17:37:56.750387+00:00,4,2,4,3,4,4,4,4,1,-1,1,daily,tv,"internet,smartphone",1,1,1,1,1,1,1,1,1,1,5,,b45_55,US,Doctorate,Female
94,682a5cfc6c0330f9968d5fdf,2,5,2025-06-22T15:43:22.376437+00:00,4,4,4,4,5,4,4,4,1,-1,1,daily,social,"internet,smartphone,streaming",1,1,1,1,1,1,1,1,1,-1,5,60.0,b45_55,US,Doctorate,Female
95,66ceb03e08f588238d4ce3ae,1,4,2025-06-19T17:28:24.290644+00:00,3,4,4,5,5,5,4,4,4,1,1,daily,social,"internet,smartphone,tablet,streaming",1,1,1,1,1,1,1,-1,-1,1,5,,b18_24,GB,BA,Male
95,66ceb03e08f588238d4ce3ae,2,3,2025-06-22T05:48:23.334999+00:00,4,4,4,3,3,3,5,3,2,1,1,daily,social,"internet,smartphone,tablet,streaming",1,1,1,1,-1,1,1,1,-1,1,1,0.0,b18_24,GB,BA,Male
96,60fe4cd7f854e1a3f1d17122,1,2,2025-06-19T17:31:02.698105+00:00,2,4,3,3,4,2,3,2,3,-1,1,weekly,radio,"internet,smartphone",-1,1,-1,-1,-1,-1,-1,1,-1,1,5,,b25_35,CA,BA,Female
96,60fe4cd7f854e1a3f1d17122,2,3,2025-06-21T18:55:51.056368+00:00,4,2,5,4,5,2,4,3,2,-1,1,weekly,social,"internet,smartphone",-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,0.0,b25_35,CA,BA,Female
98,608f68107d9ea28c690af9d2,1,5,2025-06-19T17:32:15.941251+00:00,5,2,5,5,4,5,5,5,2,1,-1,daily,social,"internet,smartphone,streaming",1,1,1,1,1,1,1,-1,1,-1,5,,b25_35,ZA,BA,Female
98,608f68107d9ea28c690af9d2,2,4,2025-06-21T21:07:04.280088+00:00,4,3,5,5,5,5,5,4,4,1,-1,daily,social,"internet,smartphone,streaming",1,1,1,1,1,1,1,-1,1,-1,5,40.0,b25_35,ZA,BA,Female
99,661e625fafb8104a490bce51,1,5,2025-06-19T17:36:34.846396+00:00,4,4,4,4,4,4,5,5,2,1,1,daily,social,"internet,smartphone,tablet,streaming",1,1,1,1,1,1,1,-1,1,1,6,,b35_45,GB,MSc,Female
99,661e625fafb8104a490bce51,2,5,2025-06-22T06:13:27.860266+00:00,5,4,5,5,4,4,4,5,4,1,1,daily,social,"internet,smartphone,tablet",1,1,1,1,1,1,1,-1,1,1,7,57.1,b35_45,GB,MSc,Female
104,6848ad98fb14f4dc272cc8b1,1,5,2025-06-19T17:42:40.305613+00:00,5,3,5,5,5,5,4,4,1,1,1,daily,social,"internet,smartphone",-1,1,1,1,1,1,1,1,-1,1,5,,b18_24,US,MSc,Male
104,6848ad98fb14f4dc272cc8b1,2,4,2025-06-21T19:41:35.800834+00:00,4,2,5,3,4,5,5,4,1,-1,1,daily,social,"internet,smartphone",-1,1,1,1,1,1,1,-1,-1,1,4,50.0,b18_24,US,MSc,Male
105,59dd90f6e75b450001a68dac,1,2,2025-06-19T17:42:01.250404+00:00,2,5,3,2,3,2,2,2,4,1,1,daily,social,"internet,smartphone,tablet,streaming",1,-1,1,1,-1,-1,1,1,1,1,5,,b35_45,GB,BA,Female
105,59dd90f6e75b450001a68dac,2,3,2025-06-21T19:42:53.555015+00:00,3,3,4,4,5,5,4,3,2,1,1,daily,social,"internet,smartphone,tablet,streaming",1,-1,1,-1,-1,-1,1,1,1,1,3,33.3,b35_45,GB,BA,Female
106,66f4de5d56463299e2c12930,1,5,2025-06-19T17:45:08.282903+00:00,5,3,5,5,5,5,5,5,2,1,1,daily,social,"internet,smartphone,tablet,streaming",1,1,1,1,1,1,1,1,1,1,5,,b35_45,US,MSc,Female
106,66f4de5d56463299e2c12930,2,3,2025-06-21T18:37:16.473862+00:00,4,2,5,3,3,5,2,3,2,1,1,daily,social,"internet,smartphone,tablet,streaming",1,1,1,1,1,1,1,1,1,1,1,100.0,b35_45,US,MSc,Female
107,6846f32d9decb4de215a7a0e,1,3,2025-06-19T17:43:45.468477+00:00,3,4,5,3,3,5,2,4,1,1,1,daily,tv,internet,1,1,1,1,1,1,1,1,1,1,6,,b18_24,US,MSc,Female
107,6846f32d9decb4de215a7a0e,2,5,2025-06-21T18:44:50.479440+00:00,4,2,5,5,5,4,5,5,1,-1,1,daily,social,"internet,smartphone,tablet,streaming",-1,1,1,1,-1,1,1,1,1,1,2,50.0,b18_24,US,MSc,Female
108,56ca3e3237d66c000c59a891,1,3,2025-06-19T17:48:58.747822+00:00,3,2,2,3,3,3,3,3,2,1,1,daily,social,"internet,smartphone,tablet,streaming",1,-1,1,-1,-1,1,1,-1,1,1,5,,b45_55,GB,BA,Male
108,56ca3e3237d66c000c59a891,2,4,2025-06-21T19:29:53.680041+00:00,3,1,4,3,3,4,4,3,5,1,1,daily,social,"internet,smartphone,tablet,streaming",1,-1,1,-1,1,1,-1,-1,1,1,5,20.0,b45_55,GB,BA,Male
109,5fb9b9c1c62f408e51e09e32,1,5,2025-06-19T17:48:09.836050+00:00,5,4,5,4,5,5,5,5,1,-1,1,daily,tv,internet,1,1,1,1,1,1,1,1,-1,1,5,,over_55,US,Doctorate,Female
109,5fb9b9c1c62f408e51e09e32,2,4,2025-06-23T05:37:18.064083+00:00,5,3,5,3,3,5,4,4,5,-1,1,daily,papers,"internet,smartphone,tablet,streaming",1,1,1,1,1,1,1,1,-1,1,5,100.0,over_55,US,Doctorate,Female
110,6659f77ee4fd69fa455cc86a,1,4,2025-06-19T17:47:50.324585+00:00,4,3,5,4,4,5,5,4,3,-1,-1,daily,social,"internet,smartphone,streaming",1,-1,1,1,1,-1,1,1,1,-1,5,,b35_45,GB,High_school,Female
110,6659f77ee4fd69fa455cc86a,2,3,2025-06-21T19:24:16.604590+00:00,3,1,5,4,4,5,5,3,3,-1,-1,daily,social,"internet,smartphone,streaming",1,-1,1,1,-1,-1,1,1,1,-1,1,0.0,b35_45,GB,High_school,Female
111,5f467b0a0d1aef037515c8c9,1,3,2025-06-19T17:49:30.532737+00:00,3,4,3,3,4,4,3,3,2,-1,1,weekly,social,"internet,smartphone,tablet,streaming",1,1,-1,1,1,-1,1,1,-1,1,5,,b35_45,US,High_school,Male
111,5f467b0a0d1aef037515c8c9,2,3,2025-06-23T16:50:49.106792+00:00,1,4,3,1,2,3,3,3,5,-1,1,daily,social,"internet,smartphone,tablet,streaming",1,1,-1,1,1,-1,1,1,-1,1,3,100.0,b35_45,US,High_school,Male
113,gloria_test,1,4,2025-06-21T12:12:35.268989+00:00,5,5,5,4,4,5,5,5,4,-1,1,monthly,radio,tablet,1,-1,-1,-1,1,1,1,-1,-1,1,6,,b25_35,NO,MSc,Female
113,gloria_test,2,4,2025-06-21T12:13:37.649926+00:00,4,4,4,4,5,4,4,4,4,1,-1,monthly,radio,tablet,1,1,-1,1,1,-1,-1,-1,-1,-1,3,0.0,b25_35,NO,MSc,Female
